pmid,year,title,authors,journal,category,tags,doi,pmc,url
34509347,2021,Repurposing Proton Beam Therapy through Novel Insights into Tumour Radioresistance.,Chua KLM; Chu PL; Tng DJH; Soo KC; Chua MLK,Clinical oncology (Royal College of Radiologists (Great Britain)),Radiobiology,Radiobiology,10.1016/j.clon.2021.08.013,,https://pubmed.ncbi.nlm.nih.gov/34509347/
34502730,2021,Optical Filter-Embedded Fiber-Optic Radiation Sensor for Ultra-High Dose Rate Electron Beam Dosimetry.,Jeong DH; Lee M; Lim H; Kang SK; Lee K; Lee SJ; Kim H; Han WK; Kang TW; Jang KW,"Sensors (Basel, Switzerland)",Physics & Dosimetry,Physics & Dosimetry; Radiobiology,10.3390/s21175840,PMC8434457,https://pubmed.ncbi.nlm.nih.gov/34502730/
34473986,2021,"Erratum to: Khan B, Wang et al. Multicellular Spheroids as In Vitro Models of Oxygen Depletion During FLASH Irradiation. Int J Radiat Oncol Biol Ph 2021.",,"International journal of radiation oncology, biology, physics",Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1016/j.ijrobp.2021.06.010,,https://pubmed.ncbi.nlm.nih.gov/34473986/
34464946,2021,Modeling of cellular response after FLASH irradiation: a quantitative analysis based on the radiolytic oxygen depletion hypothesis.,Zhu H; Li J; Deng X; Qiu R; Wu Z; Zhang H,Physics in medicine and biology,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1088/1361-6560/ac226d,,https://pubmed.ncbi.nlm.nih.gov/34464946/
34439398,2021,Comparison of FLASH Proton Entrance and the Spread-Out Bragg Peak Dose Regions in the Sparing of Mouse Intestinal Crypts and in a Pancreatic Tumor Model.,Kim MM; Verginadis II; Goia D; Haertter A; Shoniyozov K; Zou W; Maity A; Busch TM; Metz JM; Cengel KA; Dong L; Koumenis C; Diffenderfer ES,Cancers,Radiobiology,Radiobiology,10.3390/cancers13164244,PMC8392865,https://pubmed.ncbi.nlm.nih.gov/34439398/
34439370,2021,Models for Translational Proton Radiobiology-From Bench to Bedside and Back.,Suckert T; Nexhipi S; Dietrich A; Koch R; Kunz-Schughart LA; Bahn E; Beyreuther E,Cancers,Reviews & Consensus,Reviews & Consensus; Radiobiology,10.3390/cancers13164216,PMC8395028,https://pubmed.ncbi.nlm.nih.gov/34439370/
34431520,2021,A simulation study of ionizing radiation acoustic imaging (iRAI) as a real-time dosimetric technique for ultra-high dose rate radiotherapy (UHDR-RT).,Ba Sunbul NH; Zhang W; Oraiqat I; Litzenberg DW; Lam KL; Cuneo K; Moran JM; Carson PL; Wang X; Clarke SD; Matuszak MM; Pozzi SA; El Naqa I,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Modeling & Mechanisms; Radiobiology,10.1002/mp.15188,PMC8943858,https://pubmed.ncbi.nlm.nih.gov/34431520/
34429440,2021,Megavolt bremsstrahlung measurements from linear induction accelerators demonstrate possible use as a FLASH radiotherapy source to reduce acute toxicity.,Sampayan SE; Sampayan KC; Caporaso GJ; Chen YJ; Falabella S; Hawkins SA; Hearn J; Watson JA; Zentler JM,Scientific reports,Radiobiology,Radiobiology; Beam Delivery & Technology,10.1038/s41598-021-95807-9,PMC8385032,https://pubmed.ncbi.nlm.nih.gov/34429440/
34428541,2021,Comment on: May oxygen depletion explain the FLASH effect? A chemical track structure analysis.,Wardman P,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1016/j.radonc.2021.08.004,,https://pubmed.ncbi.nlm.nih.gov/34428541/
34400268,2021,Irradiation at Ultra-High (FLASH) Dose Rates Reduces Acute Normal Tissue Toxicity in the Mouse Gastrointestinal System.,Ruan JL; Lee C; Wouters S; Tullis IDC; Verslegers M; Mysara M; Then CK; Smart SC; Hill MA; Muschel RJ; Giaccia AJ; Vojnovic B; Kiltie AE; Petersson K,"International journal of radiation oncology, biology, physics",Radiobiology,Radiobiology; Beam Delivery & Technology,10.1016/j.ijrobp.2021.08.004,PMC7612009,https://pubmed.ncbi.nlm.nih.gov/34400268/
34395253,2021,Cancer Cells Can Exhibit a Sparing FLASH Effect at Low Doses Under Normoxic In Vitro-Conditions.,Adrian G; Konradsson E; Beyer S; Wittrup A; Butterworth KT; McMahon SJ; Ghita M; Petersson K; Ceberg C,Frontiers in oncology,Radiobiology,Radiobiology; Beam Delivery & Technology; Modeling & Mechanisms,10.3389/fonc.2021.686142,PMC8358772,https://pubmed.ncbi.nlm.nih.gov/34395253/
34343608,2021,FLASH Dose Rate Helium Ion Beams: First In Vitro Investigations.,Tessonnier T; Mein S; Walsh DWM; Schuhmacher N; Liew H; Cee R; Galonska M; Scheloske S; Schömers C; Weber U; Brons S; Debus J; Haberer T; Abdollahi A; Mairani A; Dokic I,"International journal of radiation oncology, biology, physics",Radiobiology,Radiobiology; Treatment Planning & Optimization; Physics & Dosimetry,10.1016/j.ijrobp.2021.07.1703,,https://pubmed.ncbi.nlm.nih.gov/34343608/
34321243,2021,FLASH Proton Radiotherapy Spares Normal Epithelial and Mesenchymal Tissues While Preserving Sarcoma Response.,Velalopoulou A; Karagounis IV; Cramer GM; Kim MM; Skoufos G; Goia D; Hagan S; Verginadis II; Shoniyozov K; Chiango J; Cerullo M; Varner K; Yao L; Qin L; Hatzigeorgiou AG; Minn AJ; Putt M; Lanza M; Assenmacher CA; Radaelli E; Huck J; Diffenderfer E; Dong L; Metz J; Koumenis C; Cengel KA; Maity A; Busch TM,Cancer research,Radiobiology,Radiobiology; Clinical & Translational,10.1158/0008-5472.CAN-21-1500,PMC8715480,https://pubmed.ncbi.nlm.nih.gov/34321243/
34298762,2021,Quantitative Assessment of 3D Dose Rate for Proton Pencil Beam Scanning FLASH Radiotherapy and Its Application for Lung Hypofractionation Treatment Planning.,Kang M; Wei S; Choi JI; Simone CB; Lin H,Cancers,Treatment Planning & Optimization,Treatment Planning & Optimization; Beam Delivery & Technology,10.3390/cancers13143549,PMC8303986,https://pubmed.ncbi.nlm.nih.gov/34298762/
34287938,2021,Radiation shielding and safety implications following linac conversion to an electron FLASH-RT unit.,Poirier Y; Mossahebi S; Becker SJ; Koger B; Xu J; Lamichhane N; Maxim PG; Sawant A,Medical physics,Beam Delivery & Technology,Beam Delivery & Technology; Physics & Dosimetry,10.1002/mp.15105,,https://pubmed.ncbi.nlm.nih.gov/34287938/
34272183,2021,Head and neck proton therapy in France: A missed opportunity or a challenge in front of us?,Thariat J; Calugaru V; Aloi D; Maingon P; Grégoire V,Cancer radiotherapie : journal de la Societe francaise de radiotherapie oncologique,Reviews & Consensus,Reviews & Consensus; Beam Delivery & Technology,10.1016/j.canrad.2021.06.018,,https://pubmed.ncbi.nlm.nih.gov/34272183/
34262867,2021,The Proton-Boron Reaction Increases the Radiobiological Effectiveness of Clinical Low- and High-Energy Proton Beams: Novel Experimental Evidence and Perspectives.,Bláha P; Feoli C; Agosteo S; Calvaruso M; Cammarata FP; Catalano R; Ciocca M; Cirrone GAP; Conte V; Cuttone G; Facoetti A; Forte GI; Giuffrida L; Magro G; Margarone D; Minafra L; Petringa G; Pucci G; Ricciardi V; Rosa E; Russo G; Manti L,Frontiers in oncology,Radiobiology,Radiobiology; Beam Delivery & Technology,10.3389/fonc.2021.682647,PMC8274279,https://pubmed.ncbi.nlm.nih.gov/34262867/
34260729,2021,"Re: ""A Computer Modeling Study of Water Radiolysis at High Dose Rates. Relevance to FLASH Radiotherapy."" Ahmed Alanazi, Jintana Meesungnoem and Jean-Paul Gerin. Radiat Res 2021; 195:149-62.",Koch CJ,Radiation research,Modeling & Mechanisms,Modeling & Mechanisms,10.1667/RADE-21-00124.1,,https://pubmed.ncbi.nlm.nih.gov/34260729/
34234203,2021,Focused VHEE (very high energy electron) beams and dose delivery for radiotherapy applications.,Whitmore L; Mackay RI; van Herk M; Jones JK; Jones RM,Scientific reports,Beam Delivery & Technology,Beam Delivery & Technology; Modeling & Mechanisms,10.1038/s41598-021-93276-8,PMC8263594,https://pubmed.ncbi.nlm.nih.gov/34234203/
34214612,2021,May oxygen depletion explain the FLASH effect? A chemical track structure analysis.,Boscolo D; Scifoni E; Durante M; Krämer M; Fuss MC,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1016/j.radonc.2021.06.031,,https://pubmed.ncbi.nlm.nih.gov/34214612/
34209502,2021,Quantification of Differential Response of Tumour and Normal Cells to Microbeam Radiation in the Absence of FLASH Effects.,Steel H; Brüningk SC; Box C; Oelfke U; Bartzsch SH,Cancers,Radiobiology,Radiobiology; Beam Delivery & Technology,10.3390/cancers13133238,PMC8268803,https://pubmed.ncbi.nlm.nih.gov/34209502/
34199598,2021,Geant4-DNA Modeling of Water Radiolysis beyond the Microsecond: An On-Lattice Stochastic Approach.,Tran HN; Chappuis F; Incerti S; Bochud F; Desorgher L,International journal of molecular sciences,Modeling & Mechanisms,Modeling & Mechanisms,10.3390/ijms22116023,PMC8199710,https://pubmed.ncbi.nlm.nih.gov/34199598/
34113566,2021,FLASH Radiotherapy: History and Future.,Lin B; Gao F; Yang Y; Wu D; Zhang Y; Feng G; Dai T; Du X,Frontiers in oncology,Reviews & Consensus,Reviews & Consensus,10.3389/fonc.2021.644400,PMC8185194,https://pubmed.ncbi.nlm.nih.gov/34113566/
34090653,2021,Future Directions in the Use of SAbR for the Treatment of Oligometastatic Cancers.,Morris Z; Dohopolski M; Rahimi A; Timmerman R,Seminars in radiation oncology,Reviews & Consensus,Reviews & Consensus; Beam Delivery & Technology; Clinical & Translational,10.1016/j.semradonc.2021.03.004,,https://pubmed.ncbi.nlm.nih.gov/34090653/
34080364,2021,[How to improve radiotherapy ? Technological developments and radiotherapy of tomorrow].,Colin G; Coucke PA,Revue medicale de Liege,Radiobiology,Radiobiology,,,https://pubmed.ncbi.nlm.nih.gov/34080364/
34077590,2021,Spread-out Bragg peak proton FLASH irradiation using a clinical synchrocyclotron: Proof of concept and ion chamber characterization.,Darafsheh A; Hao Y; Zhao X; Zwart T; Wagner M; Evans T; Reynoso F; Zhao T,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Modeling & Mechanisms; Beam Delivery & Technology,10.1002/mp.15021,,https://pubmed.ncbi.nlm.nih.gov/34077590/
34055624,2021,Establishment and Initial Experience of Clinical FLASH Radiotherapy in Canine Cancer Patients.,Konradsson E; Arendt ML; Bastholm Jensen K; Børresen B; Hansen AE; Bäck S; Kristensen AT; Munck Af Rosenschöld P; Ceberg C; Petersson K,Frontiers in oncology,Clinical & Translational,Clinical & Translational; Beam Delivery & Technology; Physics & Dosimetry; Radiobiology,10.3389/fonc.2021.658004,PMC8155542,https://pubmed.ncbi.nlm.nih.gov/34055624/
34045625,2021,First theoretical determination of relative biological effectiveness of very high energy electrons.,Delorme R; Masilela TAM; Etoh C; Smekens F; Prezado Y,Scientific reports,Beam Delivery & Technology,Beam Delivery & Technology; Radiobiology; Physics & Dosimetry; Modeling & Mechanisms,10.1038/s41598-021-90805-3,PMC8160353,https://pubmed.ncbi.nlm.nih.gov/34045625/
34028969,2021,Dosimetry with a clinical linac adapted to FLASH electron beams.,Szpala S; Huang V; Zhao Y; Kyle A; Minchinton A; Karan T; Kohli K,Journal of applied clinical medical physics,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Radiobiology,10.1002/acm2.13270,PMC8200504,https://pubmed.ncbi.nlm.nih.gov/34028969/
34015774,2021,Spatial and temporal dosimetry of individual electron FLASH beam pulses using radioluminescence imaging.,Rahman M; Ashraf MR; Zhang R; Gladstone DJ; Cao X; Williams BB; Jack Hoopes P; Pogue BW; Bruza P,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology,10.1088/1361-6560/ac0390,PMC10468779,https://pubmed.ncbi.nlm.nih.gov/34015774/
34010818,2021,SDDRO-joint: simultaneous dose and dose rate optimization with the joint use of transmission beams and Bragg peaks for FLASH proton therapy.,Lin Y; Lin B; Fu S; Folkerts MM; Abel E; Bradley J; Gao H,Physics in medicine and biology,Treatment Planning & Optimization,Treatment Planning & Optimization; Radiobiology,10.1088/1361-6560/ac02d8,PMC9288107,https://pubmed.ncbi.nlm.nih.gov/34010818/
33996831,2021,Ultra-High Dose Rate FLASH Irradiation Induced Radio-Resistance of Normal Fibroblast Cells Can Be Enhanced by Hypoxia and Mitochondrial Dysfunction Resulting From Loss of Cytochrome C.,Han J; Mei Z; Lu C; Qian J; Liang Y; Sun X; Pan Z; Kong D; Xu S; Liu Z; Gao Y; Qi G; Shou Y; Chen S; Cao Z; Zhao Y; Lin C; Zhao Y; Geng Y; Chen J; Yan X; Ma W; Yang G,Frontiers in cell and developmental biology,Radiobiology,Radiobiology; Modeling & Mechanisms,10.3389/fcell.2021.672929,PMC8121317,https://pubmed.ncbi.nlm.nih.gov/33996831/
33996830,2021,Association of Cancer Stem Cell Radio-Resistance Under Ultra-High Dose Rate FLASH Irradiation With Lysosome-Mediated Autophagy.,Yang G; Lu C; Mei Z; Sun X; Han J; Qian J; Liang Y; Pan Z; Kong D; Xu S; Liu Z; Gao Y; Qi G; Shou Y; Chen S; Cao Z; Zhao Y; Lin C; Zhao Y; Geng Y; Ma W; Yan X,Frontiers in cell and developmental biology,Radiobiology,Radiobiology,10.3389/fcell.2021.672693,PMC8116574,https://pubmed.ncbi.nlm.nih.gov/33996830/
33971635,2021,Miniaturized scintillator dosimeter for small field radiation therapy.,Gonod M; Chacon Avila C; Angel Suarez M; Crouzilles J; Laskri S; Vinchant JF; Aubignac L; Grosjean T,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry,10.1088/1361-6560/abffbb,,https://pubmed.ncbi.nlm.nih.gov/33971635/
33963576,2021,Commissioning of a clinical pencil beam scanning proton therapy unit for ultra-high dose rates (FLASH).,Nesteruk KP; Togno M; Grossmann M; Lomax AJ; Weber DC; Schippers JM; Safai S; Meer D; Psoroulas S,Medical physics,Beam Delivery & Technology,Beam Delivery & Technology,10.1002/mp.14933,,https://pubmed.ncbi.nlm.nih.gov/33963576/
33948958,2021,"Does FLASH deplete oxygen? Experimental evaluation for photons, protons, and carbon ions.",Jansen J; Knoll J; Beyreuther E; Pawelke J; Skuza R; Hanley R; Brons S; Pagliari F; Seco J,Medical physics,Modeling & Mechanisms,Modeling & Mechanisms,10.1002/mp.14917,,https://pubmed.ncbi.nlm.nih.gov/33948958/
33924627,2021,Ultra-High Dose Rate Transmission Beam Proton Therapy for Conventionally Fractionated Head and Neck Cancer: Treatment Planning and Dose Rate Distributions.,van Marlen P; Dahele M; Folkerts M; Abel E; Slotman BJ; Verbakel W,Cancers,Treatment Planning & Optimization,Treatment Planning & Optimization; Beam Delivery & Technology,10.3390/cancers13081859,PMC8070061,https://pubmed.ncbi.nlm.nih.gov/33924627/
33906166,2021,Faraday cup for commissioning and quality assurance for proton pencil beam scanning beams at conventional and ultra-high dose rates.,Winterhalter C; Togno M; Nesteruk KP; Emert F; Psoroulas S; Vidal M; Meer D; Weber DC; Lomax A; Safai S,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology,10.1088/1361-6560/abfbf2,,https://pubmed.ncbi.nlm.nih.gov/33906166/
33884618,2021,Characteristics of very high-energy electron beams for the irradiation of deep-seated targets.,Böhlen TT; Germond JF; Traneus E; Bourhis J; Vozenin MC; Bailat C; Bochud F; Moeckli R,Medical physics,Beam Delivery & Technology,Beam Delivery & Technology; Modeling & Mechanisms; Radiobiology; Physics & Dosimetry; Treatment Planning & Optimization,10.1002/mp.14891,,https://pubmed.ncbi.nlm.nih.gov/33884618/
33866565,2021,Commissioning of an ultra-high dose rate pulsed electron beam medical LINAC for FLASH RT preclinical animal experiments and future clinical human protocols.,Moeckli R; Gonçalves Jorge P; Grilj V; Oesterle R; Cherbuin N; Bourhis J; Vozenin MC; Germond JF; Bochud F; Bailat C,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology,10.1002/mp.14885,,https://pubmed.ncbi.nlm.nih.gov/33866565/
33845146,2021,Quantification of Oxygen Depletion During FLASH Irradiation In Vitro and In Vivo.,Cao X; Zhang R; Esipova TV; Allu SR; Ashraf R; Rahman M; Gunn JR; Bruza P; Gladstone DJ; Williams BB; Swartz HM; Hoopes PJ; Vinogradov SA; Pogue BW,"International journal of radiation oncology, biology, physics",Radiobiology,Radiobiology; Modeling & Mechanisms,10.1016/j.ijrobp.2021.03.056,PMC8338745,https://pubmed.ncbi.nlm.nih.gov/33845146/
33843065,2021,Characterization of a high-resolution 2D transmission ion chamber for independent validation of proton pencil beam scanning of conventional and FLASH dose delivery.,Zou W; Diffenderfer ES; Ota K; Boisseau P; Kim MM; Cai Y; Avery SM; Carlson DJ; Wiersma RD; Lin A; Koumenis C; Cengel KA; Metz JM; Dong L; Teo BK,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Radiobiology,10.1002/mp.14882,,https://pubmed.ncbi.nlm.nih.gov/33843065/
33804336,2021,FLASH Proton Pencil Beam Scanning Irradiation Minimizes Radiation-Induced Leg Contracture and Skin Toxicity in Mice.,Cunningham S; McCauley S; Vairamani K; Speth J; Girdhani S; Abel E; Sharma RA; Perentesis JP; Wells SI; Mascia A; Sertorio M,Cancers,Radiobiology,Radiobiology; Beam Delivery & Technology,10.3390/cancers13051012,PMC7957631,https://pubmed.ncbi.nlm.nih.gov/33804336/
33781503,2021,Novel Radiation Approaches.,Kotecha R; Tom MC; Mehta MP,Neurosurgery clinics of North America,Reviews & Consensus,Reviews & Consensus; Radiobiology,10.1016/j.nec.2020.12.007,,https://pubmed.ncbi.nlm.nih.gov/33781503/
33780922,2021,Ultrahigh dose-rate (FLASH) x-ray irradiator for pre-clinical laboratory research.,Rezaee M; Iordachita I; Wong JW,Physics in medicine and biology,Modeling & Mechanisms,Modeling & Mechanisms; Physics & Dosimetry; Clinical & Translational; Radiobiology; Beam Delivery & Technology,10.1088/1361-6560/abf2fa,,https://pubmed.ncbi.nlm.nih.gov/33780922/
33730367,2021,Technical Note: Single-pulse beam characterization for FLASH-RT using optical imaging in a water tank.,Ashraf MR; Rahman M; Zhang R; Cao X; Williams BB; Hoopes PJ; Gladstone DJ; Pogue BW; Bruza P,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology,10.1002/mp.14843,PMC10771323,https://pubmed.ncbi.nlm.nih.gov/33730367/
33712653,2021,A focused very high energy electron beam for fractionated stereotactic radiotherapy.,Svendsen K; Guénot D; Svensson JB; Petersson K; Persson A; Lundh O,Scientific reports,Beam Delivery & Technology,Beam Delivery & Technology; Physics & Dosimetry,10.1038/s41598-021-85451-8,PMC7971008,https://pubmed.ncbi.nlm.nih.gov/33712653/
33670409,2021,Translational Research in FLASH Radiotherapy-From Radiobiological Mechanisms to In Vivo Results.,Marcu LG; Bezak E; Peukert DD; Wilson P,Biomedicines,Reviews & Consensus,Reviews & Consensus; Radiobiology; Beam Delivery & Technology,10.3390/biomedicines9020181,PMC7918545,https://pubmed.ncbi.nlm.nih.gov/33670409/
33587970,2021,Electron dose rate and oxygen depletion protect zebrafish embryos from radiation damage.,Pawelke J; Brand M; Hans S; Hideghéty K; Karsch L; Lessmann E; Löck S; Schürer M; Szabó ER; Beyreuther E,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,Radiobiology,Radiobiology; Modeling & Mechanisms; Beam Delivery & Technology,10.1016/j.radonc.2021.02.003,,https://pubmed.ncbi.nlm.nih.gov/33587970/
33571981,2021,Considerations for shoot-through FLASH proton therapy.,Verhaegen F; Wanders RG; Wolfs C; Eekers D,Physics in medicine and biology,Radiobiology,Radiobiology; Physics & Dosimetry; Treatment Planning & Optimization; Beam Delivery & Technology,10.1088/1361-6560/abe55a,,https://pubmed.ncbi.nlm.nih.gov/33571981/
33571973,2021,Al2O3:C optically stimulated luminescence dosimeters (OSLDs) for ultra-high dose rate proton dosimetry.,Christensen JB; Togno M; Nesteruk KP; Psoroulas S; Meer D; Weber DC; Lomax T; Yukihara EG; Safai S,Physics in medicine and biology,Physics & Dosimetry,Physics & Dosimetry; Radiobiology,10.1088/1361-6560/abe554,,https://pubmed.ncbi.nlm.nih.gov/33571973/
33558553,2021,Evaluating very high energy electron RBE from nanodosimetric pBR322 plasmid DNA damage.,Small KL; Henthorn NT; Angal-Kalinin D; Chadwick AL; Santina E; Aitkenhead A; Kirkby KJ; Smith RJ; Surman M; Jones J; Farabolini W; Corsini R; Gamba D; Gilardi A; Merchant MJ; Jones RM,Scientific reports,Modeling & Mechanisms,Modeling & Mechanisms; Beam Delivery & Technology; Radiobiology; Physics & Dosimetry,10.1038/s41598-021-82772-6,PMC7870938,https://pubmed.ncbi.nlm.nih.gov/33558553/
33548337,2021,FLASH Radiation Therapy: New Technology Plus Biology Required.,Buchsbaum JC; Coleman CN; Espey MG; Prasanna PGS; Capala J; Ahmed MM; Hong JA; Obcemea C,"International journal of radiation oncology, biology, physics",Perspectives & Commentary,Perspectives & Commentary,10.1016/j.ijrobp.2021.01.053,,https://pubmed.ncbi.nlm.nih.gov/33548337/
33545301,2021,Multicellular Spheroids as In Vitro Models of Oxygen Depletion During FLASH Irradiation.,Khan S; Bassenne M; Wang J; Manjappa R; Melemenidis S; Breitkreutz DY; Maxim PG; Xing L; Loo BW; Pratx G,"International journal of radiation oncology, biology, physics",Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1016/j.ijrobp.2021.01.050,,https://pubmed.ncbi.nlm.nih.gov/33545301/
33535191,2021,Determining the parameter space for effective oxygen depletion for FLASH radiation therapy.,Rothwell BC; Kirkby NF; Merchant MJ; Chadwick AL; Lowe M; Mackay RI; Hendry JH; Kirkby KJ,Physics in medicine and biology,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1088/1361-6560/abe2ea,PMC8208623,https://pubmed.ncbi.nlm.nih.gov/33535191/
33480028,2021,FLASH proton irradiation setup with a modulator wheel for a single mouse eye.,Kourkafas G; Bundesmann J; Fanselow T; Denker A; Ehrhardt VH; Gollrad J; Budach V; Weber A; Kociok N; Joussen AM; Heufelder J,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Radiobiology; Beam Delivery & Technology,10.1002/mp.14730,,https://pubmed.ncbi.nlm.nih.gov/33480028/
33444695,2021,Electron FLASH Delivery at Treatment Room Isocenter for Efficient Reversible Conversion of a Clinical LINAC.,Rahman M; Ashraf MR; Zhang R; Bruza P; Dexter CA; Thompson L; Cao X; Williams BB; Hoopes PJ; Pogue BW; Gladstone DJ,"International journal of radiation oncology, biology, physics",Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Radiobiology,10.1016/j.ijrobp.2021.01.011,PMC10416223,https://pubmed.ncbi.nlm.nih.gov/33444695/
33412259,2021,"Deciphering Time-Dependent DNA Damage Complexity, Repair, and Oxygen Tension: A Mechanistic Model for FLASH-Dose-Rate Radiation Therapy.",Liew H; Mein S; Dokic I; Haberer T; Debus J; Abdollahi A; Mairani A,"International journal of radiation oncology, biology, physics",Radiobiology,Radiobiology; Modeling & Mechanisms; Clinical & Translational,10.1016/j.ijrobp.2020.12.048,,https://pubmed.ncbi.nlm.nih.gov/33412259/
33361551,2021,Monitoring electron energies during FLASH irradiations.,Berne A; Petersson K; Tullis IDC; Newman RG; Vojnovic B,Physics in medicine and biology,Beam Delivery & Technology,Beam Delivery & Technology; Modeling & Mechanisms,10.1088/1361-6560/abd672,PMC8208618,https://pubmed.ncbi.nlm.nih.gov/33361551/
33300999,2021,A Computer Modeling Study of Water Radiolysis at High Dose Rates. Relevance to FLASH Radiotherapy.,Alanazi A; Meesungnoen J; Jay-Gerin JP,Radiation research,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology; Physics & Dosimetry,10.1667/RADE-20-00168.1,,https://pubmed.ncbi.nlm.nih.gov/33300999/
33296881,2021,Proton FLASH: passive scattering or pencil beam scanning?,Zhang G; Wang J; Wang Y; Peng H,Physics in medicine and biology,Modeling & Mechanisms,Modeling & Mechanisms; Beam Delivery & Technology; Treatment Planning & Optimization; Radiobiology,10.1088/1361-6560/abd22d,,https://pubmed.ncbi.nlm.nih.gov/33296881/
33296516,2021,Technical Note: FLASH radiotherapy monitor chamber signal conditioning.,Snyder M; Vadas J; Musselwhite J; Halford R; Wilson G; Stevens C; Yan D,Medical physics,Physics & Dosimetry,Physics & Dosimetry; Beam Delivery & Technology; Radiobiology,10.1002/mp.14650,,https://pubmed.ncbi.nlm.nih.gov/33296516/
33268551,2021,"News FLASH-RT: To Treat GBM and Spare Cognition, Fraction Size and Total Dose Matter.",Huang CC; Mendonca MS,Clinical cancer research : an official journal of the American Association for Cancer Research,Radiobiology,Radiobiology,10.1158/1078-0432.CCR-20-4067,,https://pubmed.ncbi.nlm.nih.gov/33268551/
33251606,2021,Ion collection efficiency of ionization chambers in ultra-high dose-per-pulse electron beams.,Kranzer R; Poppinga D; Weidner J; Schüller A; Hackel T; Looe HK; Poppe B,Medical physics,Physics & Dosimetry,Physics & Dosimetry,10.1002/mp.14620,,https://pubmed.ncbi.nlm.nih.gov/33251606/
33207321,2021,ROAD: ROtational direct Aperture optimization with a Decoupled ring-collimator for FLASH radiotherapy.,Lyu Q; Neph R; O'Connor D; Ruan D; Boucher S; Sheng K,Physics in medicine and biology,Radiobiology,Radiobiology; Modeling & Mechanisms; Beam Delivery & Technology; Physics & Dosimetry,10.1088/1361-6560/abcbd0,PMC8683603,https://pubmed.ncbi.nlm.nih.gov/33207321/
33186682,2021,Current delivery limitations of proton PBS for FLASH.,Zou W; Diffenderfer ES; Cengel KA; Kim MM; Avery S; Konzer J; Cai Y; Boisseu P; Ota K; Yin L; Wiersma R; Carlson DJ; Fan Y; Busch TM; Koumenis C; Lin A; Metz JM; Teo BK; Dong L,Radiotherapy and oncology : journal of the European Society for Therapeutic Radiology and Oncology,Radiobiology,Radiobiology; Beam Delivery & Technology,10.1016/j.radonc.2020.11.002,,https://pubmed.ncbi.nlm.nih.gov/33186682/
33186615,2021,Effects of Ultra-high doserate FLASH Irradiation on the Tumor Microenvironment in Lewis Lung Carcinoma: Role of Myosin Light Chain.,Kim YE; Gwak SH; Hong BJ; Oh JM; Choi HS; Kim MS; Oh D; Lartey FM; Rafat M; Schüler E; Kim HS; von Eyben R; Weissman IL; Koch CJ; Maxim PG; Loo BW; Ahn GO,"International journal of radiation oncology, biology, physics",Radiobiology,Radiobiology; Modeling & Mechanisms,10.1016/j.ijrobp.2020.11.012,,https://pubmed.ncbi.nlm.nih.gov/33186615/
33171449,2021,"Modeling the effect of oxygen on the chemical stage of water radiolysis using GPU-based microscopic Monte Carlo simulations, with an application in FLASH radiotherapy.",Lai Y; Jia X; Chi Y,Physics in medicine and biology,Modeling & Mechanisms,Modeling & Mechanisms; Radiobiology,10.1088/1361-6560/abc93b,PMC8236313,https://pubmed.ncbi.nlm.nih.gov/33171449/
33075474,2021,Ultra-high-dose-rate FLASH and Conventional-Dose-Rate Irradiation Differentially Affect Human Acute Lymphoblastic Leukemia and Normal Hematopoiesis.,Chabi S; To THV; Leavitt R; Poglio S; Jorge PG; Jaccard M; Petersson K; Petit B; Roméo PH; Pflumio F; Vozenin MC; Uzan B,"International journal of radiation oncology, biology, physics",Radiobiology,Radiobiology,10.1016/j.ijrobp.2020.10.012,,https://pubmed.ncbi.nlm.nih.gov/33075474/
